cms_provider_id,facility_name,address,city,state,zip_code,fips_county,ssa_county,phone,facility_type_code,ownership_code,provider_category,provider_subtype,certification_date,participation_date,total_beds,certified_beds,psych_beds,rehab_unit_beds,rehab_beds,hospice_beds,dialysis_beds,aids_beds,alzheimer_beds,ventilator_beds,head_trauma_beds,disabled_children_beds,medicare_snf_beds,medicare_medicaid_snf_beds,medicaid_nf_beds,icf_iid_beds,health_system_name,urban_rural,cbsa_code,ownership_type,facility_type
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,103,510,7277346950,01,02,01,01,20101021,19850108,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100092,ORLANDO HEALTH ROCKLEDGE HOSPITAL,110 LONGWOOD AVE,ROCKLEDGE,FL,32955,009,040,3216372603,01,02,01,01,20190618,19660701,298,298,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37340,Non-profit - Private,Other
100011,UNIVERSITY HOSPITAL,1340 RIDGEWOOD AVE,HOLLY HILL,FL,32017,,,9046775100,01,04,01,01,19840503,19810701,297,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,For-profit - Individual,Other
100307,ASCENSION ST VINCENT'S SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,031,150,9042963700,01,02,01,01,20130109,20080506,295,295,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100189,HCA FLORIDA NORTHWEST HOSPITAL,2801 N STATE RD 7,MARGATE,FL,33063,011,050,9549740400,01,04,01,01,20220218,19710322,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100238,HCA FLORIDA NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,103,510,7275214411,01,04,01,01,20210201,19751222,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100254,HCA FLORIDA CAPITAL HOSPITAL,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,073,360,8506565000,01,04,01,01,20100127,19800905,288,288,24,20,0,0,0,0,0,0,0,0,0,0,0,0,,U,45220,For-profit - Individual,Other
100020,HEALTHSOUTH DOCTORS HOSPITAL,5000 UNIVERSITY DRIVE,CORAL GABLES,FL,33146,086,120,3056662111,01,04,01,01,19920728,19660701,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100242,HCA FLORIDA GULF COAST HOSPITAL,449 W 23RD ST,PANAMA CITY,FL,32405,005,020,8507698341,01,04,01,01,20190606,19770102,282,282,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,U,37460,For-profit - Individual,Other
100296,DOCTORS HOSPITAL,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,086,120,3056662111,01,03,01,01,20031024,20031023,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Other,Other
100060,MT SINAI MED CTR & MIAMI HEART INSTITU,4701 MERIDAN AVENUE,MIAMI BEACH,FL,33140,086,120,3056721111,01,03,01,01,19960419,19660701,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Other,Other
100276,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,CORAL SPRINGS,FL,33065,011,050,9543443121,01,08,01,01,20211105,19870317,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100199,POMPANO BEACH MEDICAL CENTER,600 SW THIRD ST,POMPANO BEACH,FL,33060,011,050,3057822000,01,04,01,01,19841016,19781001,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100059,MIAMI BEACH COMMUNITY HOSPITAL,250 W 63 ST,MIAMI BEACH,FL,33141,086,120,3058685000,01,04,01,01,19920730,19660701,273,273,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100224,HCA FLORIDA WOODMONT HOSPITAL,7201 N UNIVERSITY DR,TAMARAC,FL,33321,011,050,9547212200,01,04,01,01,20051011,19740815,271,271,60,25,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100057,ADVENTHEALTH WATERMAN,1000 WATERMAN WAY,TAVARES,FL,32778,069,340,3522533300,01,01,01,01,20000623,19660701,269,269,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Non-profit - Church,Other
100137,ADVENTHEALTH HEART OF FLORIDA,40100 HWY 27,DAVENPORT,FL,33837,105,520,8634224971,01,04,01,01,20190601,19660701,268,268,66,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,29460,For-profit - Individual,Other
100221,LUCERNE MEDICAL CENTER,818 S MAIN LANE,ORLANDO,FL,32801,095,470,3056496111,01,04,01,01,19940510,19740708,267,267,0,35,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Individual,Other
100236,HCA FLORIDA FAWCETT HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,015,070,9416291181,01,04,01,01,20190626,19751015,265,265,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,U,39460,For-profit - Individual,Other
100208,JACKSON SOUTH COMMUNITY HOSPITAL,9333 SW 152 ST,MIAMI,FL,33157,086,120,3052512500,01,04,01,01,19950420,19740801,260,260,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
103300,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,FL,33701,103,510,7138987451,06,02,01,06,20200619,19831001,259,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100260,HCA FLORIDA ST LUCIE HOSPITAL,1800 SE TIFFANY AVE,PORT SAINT LUCIE,FL,34952,111,550,7723354000,01,04,01,01,19920128,19830928,257,257,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,38940,For-profit - Individual,Other
100194,HUMANA HOSPITAL OF SOUTH BROWARD,5100 W HALLANDALE BEACH BLVD,HOLLYWOOD,FL,33023,011,050,3059668100,01,04,01,01,19891024,19781001,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100077,ADVENTHEALTH PORT CHARLOTTE,2500 HARBOR BLVD,PORT CHARLOTTE,FL,33952,015,070,9417664122,01,04,01,01,20230825,19660701,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,39460,For-profit - Individual,Other
10018F,US NAVAL HOSP,,PENSACOLA,FL,32512,033,160,,,,01,,19910301,19910301,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,Unknown,Other
100228,HCA FLORIDA WESTSIDE HOSPITAL,8201 W BROWARD BLVD,PLANTATION,FL,33324,011,050,9544736600,01,04,01,01,20161129,19741206,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,099,490,5612632234,01,02,01,01,20191217,19790214,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Non-profit - Private,Other
100050,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,HIALEAH,FL,33012,086,120,3055582500,01,02,01,01,20050630,19801101,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100234,WEST PALM HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,099,490,5618446141,01,04,01,01,20010726,19750922,245,245,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,086,120,3054458461,01,04,01,01,20121102,19700219,245,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100071,TAMPA GENERAL HOSPITAL BROOKSVILLE,17240 CORTEZ BLVD,BROOKSVILLE,FL,34601,053,260,3527965111,01,01,01,01,20241115,19660701,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Church,Other
102010,KINDRED HOSPITAL-SOUTH FLORIDA-FT LAUDERDALE,1516 E LAS OLAS BLVD,FORT LAUDERDALE,FL,33301,011,050,9547648900,02,04,01,02,20250314,19881220,238,238,0,11,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33331,011,050,9546895000,01,02,01,01,20010708,20010707,236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,Non-profit - Private,Other
100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,099,490,5617988500,01,04,01,01,19921123,19861009,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100051,ORLANDO HEALTH SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,FL,34711,069,340,3523944071,01,08,01,01,19970405,19660701,235,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Subchapter S Corp,Other
100036,SOUTHEASTERN MEDICAL CENTER,1750 NE 167TH ST,MIAMI,FL,33162,086,120,3059455400,01,04,01,01,19840329,19790401,224,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON ST,NEW PORT RICHEY,FL,34652,101,500,7278428468,01,02,01,01,20200213,19750514,222,222,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100161,HCA FLORIDA LAKE MONROE HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,FL,32771,117,580,4073214500,01,04,01,01,20190612,19800101,221,221,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Individual,Other
100170,METHODIST MEDICAL CENTE,580 W 8TH ST,JACKSONVILLE,FL,32209,031,150,9047988200,01,02,01,01,19990512,19670929,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100227,ST JOSEPH'S WOMEN'S HOSPITAL,3030 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,057,280,8138794730,01,04,01,01,19910129,19741103,219,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,10000 W COLONIAL DR,OCOEE,FL,34761,095,470,4072961820,01,06,01,01,20080418,19660701,216,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Corporation,Other
10021F,US AIR FORCE HOSP,ELGIN AFB,VALPASAISO,FL,32580,091,450,,,,01,,19910301,19910301,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,23020,Unknown,Other
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,6500 38TH AVE N,SAINT PETERSBURG,FL,33710,103,510,7273841414,01,04,01,01,20120823,19690501,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100229,ATLANTIC MEDICAL CENTER,400 NORTH CLYDE MORRIS BOULEVARD,DAYTONA BEACH,FL,32114,127,630,9042395000,01,04,01,01,19900727,19741222,214,214,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,For-profit - Individual,Other
100359,SARASOTA MEMORIAL HOSPITAL - VENICE,2600 LAUREL RD E,NORTH VENICE,FL,34275,115,570,9412619000,01,08,01,01,20240719,20211122,212,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,14600,For-profit - Subchapter S Corp,Other
100047,SHOREPOINT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,015,070,9416393131,01,04,01,01,20090801,19660701,208,208,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,39460,For-profit - Individual,Other
100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,009,040,3212686111,01,08,01,01,20210108,19660701,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37340,For-profit - Subchapter S Corp,Other
100269,HCA FLORIDA PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,099,490,5617983300,01,04,01,01,20200228,19860306,206,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100109,ADVENTHEALTH SEBRING,4200 SUN N LAKE BLVD,SEBRING,FL,33872,055,270,8633144466,01,02,01,01,20180324,19660701,204,204,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,42700,Non-profit - Private,Other
100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,011,050,9547768500,01,08,01,01,20001116,19721113,204,204,47,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100023,HCA FLORIDA CITRUS HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,017,080,3527261551,01,08,01,01,20120726,19660701,204,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,26140,For-profit - Subchapter S Corp,Other
100314,WEST KENDALL BAPTIST HOSPITAL,9555 SW 162 AVE,MIAMI,FL,33196,086,120,7864672011,01,02,01,01,20110508,20110507,203,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100085,FLORIDA MEDICAL CENTER SOUTH,6701 WEST SUNRISE BOULEVARD,PLANTATION,FL,33313,011,050,3055817800,01,04,01,01,19970611,19660701,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100255,TAMPA COMMUNITY HOSPITAL,6001 WEBB RD,TAMPA,FL,33615,057,280,8138887060,01,04,01,01,20170427,19801229,201,201,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100207,PALM BEACH REGIONAL HOSPITAL,2829 10 AVE N,LAKE WORTH,FL,33460,099,490,4079677800,01,04,01,01,19921230,19730122,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100186,PHYSICIANS COMMUNITY HOSPITAL,3030 6TH ST S,SAINT PETERSBURG,FL,33705,103,510,8138231122,01,04,01,01,19911008,19781001,200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARDENS,FL,33410,099,490,5616221411,01,04,01,01,20091022,19701214,199,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
100021,FLORIDA HOSP ORLANDO GENERAL DIVISION,7727 LAKE UNDERHILL DR,ORLANDO,FL,32807,095,470,4072778110,01,03,01,01,19890127,19660701,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Non-profit - Other,Other
100172,SOUTH BEACH COMMUNITY HOSPITAL,630 ALTON RD,MIAMI BEACH,FL,33139,086,120,3056722100,01,04,01,01,20051213,19680529,196,196,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,099,490,5614888100,01,04,01,01,19921028,19860206,195,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,For-profit - Individual,Other
10065F,WEST PALM BEACH VA MEDICAL CENTER,7305 NORTH MILITARY TRAIL,WEST PALM BEACH,FL,33410,099,490,5618828262,,,01,,20000208,20000208,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,48424,Unknown,Other
100083,RIVERSIDE HOSPITAL,2033 RIVERSIDE AVENUE,JACKSONVILLE,FL,32204,031,150,9043877000,01,02,01,01,19911104,19660701,183,183,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
104026,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,5757 N DIXIE HWY,OAKLAND PARK,FL,33334,011,050,9547342000,04,04,01,04,20090108,19781001,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100005,POLK GENERAL HOSPITAL,2010 E GEORGIA ST,BARTOW,FL,33830,105,520,8135331111,01,07,01,01,19891024,19660701,180,180,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,29460,For-profit - LLC,Other
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,011,050,9545384810,01,08,01,01,20230323,20050323,178,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Subchapter S Corp,Other
100072,ADVENTHEALTH FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,FL,32763,127,630,3869175000,01,01,01,01,20080829,19660701,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,Non-profit - Church,Other
104072,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,6601 CENTRAL FLORIDA PARKWAY,ORLANDO,FL,32821,095,470,4073700111,04,04,01,04,20210618,20090107,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,For-profit - Individual,Other
103039,BROOKS REHABILITATION HOSPITAL UNIVERSITY CAMPUS,3599 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,031,150,9048587625,05,02,01,05,20190617,19950103,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100045,ADVENTHEALTH DELAND,701 W PLYMOUTH AVE,DELAND,FL,32720,127,630,3869434772,01,01,01,01,20190617,19660701,170,170,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,19660,Non-profit - Church,Other
100319,ADVENTHEALTH WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,FL,33544,101,500,8139295490,01,02,01,01,20160309,20121009,169,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100055,ADVENTHEALTH NORTH PINELLAS,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,103,510,7279425000,01,03,01,01,20080103,19660701,168,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Other,Other
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,087,430,3052945531,01,04,01,01,19950526,19660701,167,167,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,R,99910,For-profit - Individual,Other
100360,HCA FLORIDA UNIVERSITY HOSPITAL,3476 S UNIVERSITY DR,DAVIE,FL,33328,011,050,9544754400,01,04,01,01,20211217,20211217,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,For-profit - Individual,Other
100214,LAKE MEDICAL CENTER,200 N BLVD E BOX 750,LEESBURG,FL,32749,,,9047876881,01,04,01,01,19870302,19731024,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,For-profit - Individual,Other
100239,EDWARD WHITE HOSPITAL,2323 9TH AVE N,SAINT PETERSBURG,FL,33713,103,510,7273231111,01,04,01,01,20070928,19760308,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100013,HILLSBOROUGH COUNTY HOSPITAL,5906 N 30 ST,TAMPA,FL,33680,057,280,8132391186,01,08,01,01,19840619,19660701,157,157,57,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Subchapter S Corp,Other
100166,HCA FLORIDA SARASOTA DOCTORS HOSPITAL,5731 BEE RIDGE RD,SARASOTA,FL,34233,115,570,9413421100,01,04,01,01,20110210,19670301,155,155,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,14600,For-profit - Individual,Other
102009,KINDRED HOSPITAL-BAY AREA-TAMPA,4555 S MANHATTAN AVE,TAMPA,FL,33611,057,280,8138396341,02,04,01,02,20120414,19881101,155,155,0,22,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100145,PINELLAS COMMUNITY HOSPITAL,7950 66 ST N,PINELLAS PARK,FL,33780,103,510,8135469871,01,02,01,01,19910920,19660701,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100056,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33326,011,050,3055681000,01,02,01,01,19920717,19701120,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,22744,Non-profit - Private,Other
100316,PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,32907,009,040,3214348000,01,04,01,01,20120103,20110506,152,152,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37340,For-profit - Individual,Other
100129,LAKESIDE ALTERNATIVES,1800 MERCY DR,ORLANDO,FL,32808,095,470,4072955151,01,02,01,01,19970612,19780818,150,150,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Non-profit - Private,Other
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,009,040,3217997111,01,02,01,01,20221021,19690117,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37340,Non-profit - Private,Other
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,086,120,7862438000,01,02,01,01,19950527,19660701,147,147,0,23,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,Non-profit - Private,Other
100117,BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,031,150,9042472900,01,02,01,01,20100503,19660701,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100076,METROPOLITAN HOSPITAL OF MIAMI,5959 NW 7TH ST,MIAMI,FL,33126,086,120,3052641000,01,04,01,01,20120621,19660701,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,SOUTH MIAMI,FL,33143,086,120,3052847500,01,04,01,01,20110928,19740930,146,146,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100132,SOUTH FLORIDA BAPTIST HOSPITAL,3202 N PARK ROAD,PLANT CITY,FL,33563,057,280,8137571200,01,02,01,01,20210527,19660701,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
104012,CHARTER HOSPITAL OF TAMPA BAY,4004 N RIVERSIDE DR,TAMPA,FL,33606,057,280,8132388671,04,02,01,04,19950714,19770601,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Private,Other
100217,ORLANDO HEALTH SEBASTIAN RIVER HOSPITAL,13695 US HWY 1,SEBASTIAN,FL,32958,061,300,7725893186,01,02,01,01,20100127,19790101,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,42680,Non-profit - Private,Other
104017,WINDMOOR HEALTHCARE OF CLEARWATER,11300 US 19 N,CLEARWATER,FL,33764,103,510,7275412646,04,04,01,04,20150409,19800329,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100149,CENTRO ASTURIANO HOSPITAL,1302 21ST AVE,TAMPA,FL,33605,057,280,8132474771,01,03,01,01,19900511,19660701,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Other,Other
104029,CHARTER GLADE BEHAVIORAL HEALTH SYSTEM,3550 COLONIAL BLVD,FORT MYERS,FL,33906,071,350,8139390403,04,04,01,04,20000119,19830916,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,15980,For-profit - Individual,Other
103029,BROOKS REHABILITATION HOSPITAL,3599 UNIVERSITY BLVD S BOX 16406,JACKSONVILLE,FL,32216,031,150,9043911330,05,02,01,05,19930304,19851001,143,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
100218,FLORIDA HOSP OF ST  PETERSBURG,401 15TH STREET NORTH,SAINT PETERSBURG,FL,33705,103,510,8138212021,01,04,01,01,19910225,19740415,143,143,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100156,HCA FLORIDA LAKE CITY HOSPITAL,340 NW COMMERCE DR,LAKE CITY,FL,32055,023,110,3867199000,01,04,01,01,20190612,19780929,141,141,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,R,99910,For-profit - Individual,Other
104058,GRANT CENTER OF DEERING,20601 SW 157TH AVE,MIAMI,FL,33187,086,120,3052510710,04,04,01,04,19930908,19910418,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,33124,For-profit - Individual,Other
100235,UNIVERSITY GENERAL HOSPITAL,10200 SEMINOLE BLVD,SEMINOLE,FL,34642,103,510,8133975511,01,04,01,01,19910826,19800701,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100046,ADVENTHEALTH ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,101,500,8137880411,01,01,01,01,20101021,19660701,139,139,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,Non-profit - Church,Other
10016F,US NAVEL HOSP,ORLANDO AFB,ORLANDO,FL,32813,095,470,,,,01,,19910301,19910301,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Unknown,Other
103304,"NEMOURS CHILDRENS HOSPITAL, FLORIDA",6535 NEMOURS PKWY,ORLANDO,FL,32827,095,470,4075674000,06,02,01,06,20121130,20121130,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,36740,Non-profit - Private,Other
100321,ASCENSION ST VINCENT'S CLAY COUNTY,1670 ST VINCENTS WAY,MIDDLEBURG,FL,32068,019,090,9046021000,01,02,01,01,20150210,20131118,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Private,Other
104056,NOTHPOINT BEHVIORAL HEALTH CENTER,1527 RIVERSIDE DRIVE,TARPON SPRINGS,FL,34689,103,510,8139374211,04,04,01,04,19941130,19900913,130,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,45300,For-profit - Individual,Other
100065,UNIVERSITY HOSPITAL,1200 W LEONARD ST,PENSACOLA,FL,32501,033,160,9044369011,01,07,01,01,19880809,19780701,130,130,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,For-profit - LLC,Other
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,MILTON,FL,32570,113,560,8506267762,01,04,01,01,20190404,19660701,129,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,37860,For-profit - Individual,Other
102002,MEMORIAL REGIONAL REHAB CTR INC,333 ASHLEY ST,JACKSONVILLE,FL,32202,031,150,9043996123,02,03,01,02,19840824,19830705,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,U,27260,Non-profit - Other,Other
100249,TAMPA GENERAL HOSPITAL CRYSTAL RIVER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,017,080,3527956560,01,02,01,01,20191009,19790301,128,128,0,16,0,0,0,0,0,0,0,0,0,0,0,0,,U,26140,Non-profit - Private,Other
